index10,Humidity,Temperature(C),GHI,Hour,Month,Output_power,previous
2020-11-12 20:00:00,84,3,0,21,11,0.0,0.0
2020-11-13 00:00:00,80,2,0,1,11,0.0006672824023861171,0.0
2020-11-13 04:00:00,78,2,0,2,11,0.0073718817787418655,0.0006672824023861171
2020-11-13 08:00:00,78,2,0,2,11,0.015506372017353578,0.0073718817787418655
2020-11-13 12:00:00,78,2,1,2,11,0.023640862255965293,0.015506372017353578
2020-11-13 16:00:00,78,2,1,2,11,0.031775352494577004,0.023640862255965293
2020-11-13 20:00:00,79,2,2,2,11,0.03990984273318872,0.031775352494577004
2020-11-14 00:00:00,79,2,2,2,11,0.04804433297180043,0.03990984273318872
2020-11-14 04:00:00,79,2,2,2,11,0.05617882321041215,0.04804433297180043
2020-11-14 08:00:00,79,2,3,2,11,0.06431331344902386,0.05617882321041215
2020-11-14 12:00:00,79,2,3,2,11,0.07244780368763558,0.06431331344902386
2020-11-14 16:00:00,79,2,4,3,11,0.08058229392624727,0.07244780368763558
2020-11-14 20:00:00,80,2,4,3,11,0.08871678416485901,0.08058229392624727
2020-11-15 00:00:00,80,2,5,3,11,0.0968512744034707,0.08871678416485901
2020-11-15 04:00:00,80,2,5,3,11,0.10498576464208244,0.0968512744034707
2020-11-15 08:00:00,80,2,6,3,11,0.11312025488069413,0.10498576464208244
2020-11-15 12:00:00,80,2,6,3,11,0.12125474511930584,0.11312025488069413
2020-11-15 16:00:00,80,2,6,3,11,0.12938923535791755,0.12125474511930584
2020-11-15 20:00:00,80,2,7,3,11,0.13752372559652928,0.12938923535791755
2020-11-16 00:00:00,81,2,7,4,11,0.145658215835141,0.13752372559652928
2020-11-16 04:00:00,81,2,8,4,11,0.1537927060737527,0.145658215835141
2020-11-16 08:00:00,81,2,8,4,11,0.16192719631236438,0.1537927060737527
2020-11-16 12:00:00,81,2,9,4,11,0.17006168655097614,0.16192719631236438
2020-11-16 16:00:00,81,2,9,4,11,0.17819617678958785,0.17006168655097614
2020-11-16 20:00:00,81,2,10,4,11,0.18633066702819953,0.17819617678958785
2020-11-17 00:00:00,81,2,10,4,11,0.19446515726681127,0.18633066702819953
2020-11-17 04:00:00,82,2,11,4,11,0.202599647505423,0.19446515726681127
2020-11-17 08:00:00,82,2,11,4,11,0.21073413774403468,0.202599647505423
2020-11-17 12:00:00,82,2,11,5,11,0.2188686279826464,0.21073413774403468
2020-11-17 16:00:00,82,2,12,5,11,0.22700311822125813,0.2188686279826464
